,flow_cfs
2008-03-22,1910.0
2008-03-23,2246.0
2008-03-24,2043.0
2008-03-25,3000.0
2008-03-26,2521.0
2008-03-27,2207.0
2008-03-28,2462.0
2008-03-29,1601.0
2008-03-30,2027.0
2008-03-31,1735.0
2008-04-01,1708.0
2008-04-02,2063.0
2008-04-03,1391.0
2008-04-04,2081.0
2008-04-05,2138.0
2008-04-06,1628.0
2008-04-07,2912.0
2008-04-08,2014.0
2008-04-09,2334.0
2008-04-10,1863.0
2008-04-11,2360.0
2008-04-12,3255.0
2008-04-13,3713.0
2008-04-14,4243.0
2008-04-15,4505.0
2008-04-16,4095.0
2008-04-17,2991.0
2008-04-18,4025.0
2008-04-19,4239.0
2008-04-20,3463.0
2008-04-21,2972.0
2008-04-22,2269.0
2008-04-23,2812.0
2008-04-24,2455.0
2008-04-25,2030.0
2008-04-26,2681.0
2008-04-27,4333.0
2008-04-28,6046.0
2008-04-29,5923.0
2008-04-30,6471.0
2008-05-01,5157.0
2008-05-02,4431.0
2008-05-03,4505.0
2008-05-04,4738.0
2008-05-05,4580.0
2008-05-06,4621.0
2008-05-07,5713.0
2008-05-08,6262.0
2008-05-09,5943.0
2008-05-10,5587.0
2008-05-11,5320.0
2008-05-12,7023.0
2008-05-13,5928.0
2008-05-14,4612.0
2008-05-15,6812.0
2008-05-16,10642.0
2008-05-17,11210.0
2008-05-18,11164.0
2008-05-19,10623.0
2008-05-20,9145.0
2008-05-21,8319.0
2008-05-22,6737.0
2008-05-23,4703.0
2008-05-24,3572.0
2008-05-25,3938.0
2008-05-26,3933.0
2008-05-27,3096.0
2008-05-28,4326.0
2008-05-29,2681.0
2008-05-30,2852.0
2008-05-31,3209.0
2008-06-01,3756.0
2008-06-02,4109.0
2008-06-03,5028.0
2008-06-04,4993.0
2008-06-05,4876.0
2008-06-06,4549.0
2008-06-07,4966.0
2008-06-08,4968.0
2008-06-09,4969.0
2008-06-10,4893.0
2008-06-11,5484.0
2008-06-12,3833.0
2008-06-13,4051.0
2008-06-14,3813.0
2008-06-15,3878.0
2008-06-16,4401.0
2008-06-17,3399.0
2008-06-18,2315.0
2008-06-19,3011.0
2008-06-20,2396.0
2008-06-21,2456.0
2008-06-22,2111.0
2008-06-23,2291.0
2008-06-24,2050.0
2008-06-25,2064.0
2008-06-26,2048.0
2008-06-27,1467.0
2008-06-28,1441.0
2008-06-29,1465.0
2008-06-30,1201.0
2008-07-01,50.0
2008-07-02,50.0
2008-07-03,50.0
2008-07-04,50.0
2008-07-05,50.0
2008-07-06,50.0
2008-07-07,50.0
2008-07-08,50.0
2008-07-09,50.0
2008-07-10,50.0
2008-07-11,50.0
2008-07-12,50.0
2008-07-13,50.0
2008-07-14,50.0
2008-07-15,50.0
2008-07-16,50.0
2008-07-17,50.0
2008-07-18,50.0
2008-07-19,50.0
2008-07-20,50.0
2008-07-21,50.0
2008-07-22,50.0
2008-07-23,50.0
2008-07-24,50.0
2008-07-25,50.0
2008-07-26,50.0
2008-07-27,50.0
2008-07-28,50.0
2008-07-29,50.0
2008-07-30,50.0
2008-07-31,50.0
2008-08-01,50.0
2008-08-02,50.0
2008-08-03,50.0
2008-08-04,50.0
2008-08-05,50.0
2008-08-06,50.0
2008-08-07,50.0
2008-08-08,50.0
2008-08-09,50.0
2008-08-10,50.0
2008-08-11,50.0
2008-08-12,50.0
2008-08-13,50.0
2008-08-14,50.0
2008-08-15,50.0
2008-08-16,50.0
2008-08-17,50.0
2008-08-18,50.0
2008-08-19,50.0
2008-08-20,50.0
2008-08-21,50.0
2008-08-22,50.0
2008-08-23,50.0
2008-08-24,50.0
2008-08-25,50.0
2008-08-26,50.0
2008-08-27,50.0
2008-08-28,50.0
2008-08-29,50.0
2008-08-30,50.0
2008-08-31,50.0
2008-09-01,50.0
2008-09-02,50.0
2008-09-03,50.0
2008-09-04,50.0
2008-09-05,50.0
2008-09-06,50.0
2008-09-07,50.0
2008-09-08,50.0
2008-09-09,50.0
2008-09-10,50.0
2008-09-11,50.0
2008-09-12,50.0
2008-09-13,50.0
2008-09-14,50.0
2008-09-15,50.0
2008-09-16,50.0
2008-09-17,50.0
2008-09-18,50.0
2008-09-19,50.0
2008-09-20,50.0
2008-09-21,50.0
2008-09-22,50.0
2008-09-23,50.0
2008-09-24,50.0
2008-09-25,50.0
2008-09-26,50.0
2008-09-27,50.0
2008-09-28,50.0
2008-09-29,50.0
2008-09-30,50.0
2008-10-01,200.0
2008-10-02,200.0
2008-10-03,200.0
2008-10-04,200.0
2008-10-05,200.0
2008-10-06,200.0
2008-10-07,200.0
2008-10-08,200.0
2008-10-09,200.0
2008-10-10,200.0
2008-10-11,200.0
2008-10-12,200.0
2008-10-13,200.0
2008-10-14,200.0
2008-10-15,200.0
2008-10-16,272.02660410000004
2008-10-17,272.02660410000004
2008-10-18,272.02660410000004
2008-10-19,175.0
2008-10-20,175.0
2008-10-21,175.0
2008-10-22,175.0
2008-10-23,175.0
2008-10-24,175.0
2008-10-25,175.0
2008-10-26,175.0
2008-10-27,175.0
2008-10-28,175.0
2008-10-29,175.0
2008-10-30,175.0
2008-10-31,175.0
2008-11-01,175.0
2008-11-02,175.0
2008-11-03,175.0
2008-11-04,175.0
2008-11-05,175.0
2008-11-06,175.0
2008-11-07,175.0
2008-11-08,175.0
2008-11-09,175.0
2008-11-10,175.0
2008-11-11,175.0
2008-11-12,175.0
2008-11-13,175.0
2008-11-14,175.0
2008-11-15,175.0
2008-11-16,175.0
2008-11-17,175.0
2008-11-18,175.0
2008-11-19,175.0
2008-11-20,175.0
2008-11-21,175.0
2008-11-22,175.0
2008-11-23,175.0
2008-11-24,175.0
2008-11-25,175.0
2008-11-26,175.0
2008-11-27,175.0
2008-11-28,175.0
2008-11-29,175.0
2008-11-30,175.0
2008-12-01,175.0
2008-12-02,175.0
2008-12-03,175.0
2008-12-04,175.0
2008-12-05,175.0
2008-12-06,175.0
2008-12-07,175.0
2008-12-08,175.0
2008-12-09,175.0
2008-12-10,175.0
2008-12-11,175.0
2008-12-12,175.0
2008-12-13,175.0
2008-12-14,175.0
2008-12-15,175.0
2008-12-16,175.0
2008-12-17,175.0
2008-12-18,175.0
2008-12-19,175.0
2008-12-20,175.0
2008-12-21,175.0
2008-12-22,175.0
2008-12-23,175.0
2008-12-24,175.0
2008-12-25,175.0
2008-12-26,175.0
2008-12-27,175.0
2008-12-28,175.0
2008-12-29,175.0
2008-12-30,175.0
2008-12-31,175.0
2009-01-01,175.0
2009-01-02,175.0
2009-01-03,175.0
2009-01-04,175.0
2009-01-05,175.0
2009-01-06,175.0
2009-01-07,175.0
2009-01-08,175.0
2009-01-09,175.0
2009-01-10,175.0
2009-01-11,175.0
2009-01-12,175.0
2009-01-13,175.0
2009-01-14,175.0
2009-01-15,175.0
2009-01-16,175.0
2009-01-17,175.0
2009-01-18,175.0
2009-01-19,175.0
2009-01-20,175.0
2009-01-21,175.0
2009-01-22,175.0
2009-01-23,175.0
2009-01-24,175.0
2009-01-25,175.0
2009-01-26,175.0
2009-01-27,175.0
2009-01-28,175.0
2009-01-29,175.0
2009-01-30,175.0
2009-01-31,175.0
2009-02-01,1622.0
2009-02-02,1502.0
2009-02-03,1062.0
2009-02-04,1380.0
2009-02-05,1540.0
2009-02-06,1421.0
2009-02-07,1644.0
2009-02-08,1571.0
2009-02-09,1577.0
2009-02-10,1099.0
2009-02-11,1576.0
2009-02-12,732.0
2009-02-13,2440.0
2009-02-14,2222.0
2009-02-15,1744.0
2009-02-16,1506.0
2009-02-17,2477.0
2009-02-18,2205.0
2009-02-19,1400.0
2009-02-20,1692.0
2009-02-21,971.0
2009-02-22,2133.0
2009-02-23,5791.0
2009-02-24,6900.0
2009-02-25,3160.0
2009-02-26,3080.0
2009-02-27,2711.0
2009-02-28,2405.0
2009-03-01,1520.0
2009-03-02,6194.0
2009-03-03,11621.0
2009-03-04,14235.0
2009-03-05,5280.0
2009-03-06,3575.0
2009-03-07,3105.0
2009-03-08,2616.0
2009-03-09,2071.0
2009-03-10,2167.0
2009-03-11,2124.0
2009-03-12,2119.0
2009-03-13,1914.0
2009-03-14,1803.0
2009-03-15,2244.0
2009-03-16,1994.0
2009-03-17,2512.0
2009-03-18,3000.0
2009-03-19,2994.0
2009-03-20,3514.0
2009-03-21,4377.0
2009-03-22,4187.0
2009-03-23,3497.0
2009-03-24,2972.0
2009-03-25,2832.0
2009-03-26,3120.0
2009-03-27,2890.0
2009-03-28,3134.0
2009-03-29,3962.0
2009-03-30,3688.0
2009-03-31,3860.0
2009-04-01,3419.0
2009-04-02,4214.0
2009-04-03,3120.0
2009-04-04,4466.0
2009-04-05,3148.0
2009-04-06,2754.0
2009-04-07,3343.0
2009-04-08,4344.0
2009-04-09,3410.0
2009-04-10,3901.0
2009-04-11,3002.0
2009-04-12,2805.0
2009-04-13,2757.0
2009-04-14,3136.0
2009-04-15,3580.0
2009-04-16,2772.0
2009-04-17,3103.0
2009-04-18,2785.0
2009-04-19,4135.0
2009-04-20,6441.0
2009-04-21,7179.0
2009-04-22,8701.0
2009-04-23,9092.0
2009-04-24,7906.0
2009-04-25,6265.0
2009-04-26,3939.0
2009-04-27,4070.0
2009-04-28,4210.0
2009-04-29,4228.0
2009-04-30,4756.0
2009-05-01,5553.0
2009-05-02,17280.0
2009-05-03,12944.0
2009-05-04,11797.0
2009-05-05,7500.0
2009-05-06,7327.0
2009-05-07,8139.0
2009-05-08,8973.0
2009-05-09,8244.0
2009-05-10,9008.0
2009-05-11,9513.0
2009-05-12,9028.0
2009-05-13,9423.0
2009-05-14,8818.0
2009-05-15,8957.0
2009-05-16,10776.0
2009-05-17,11454.0
2009-05-18,13322.0
2009-05-19,11279.0
2009-05-20,10262.0
2009-05-21,9469.0
2009-05-22,7565.0
2009-05-23,8726.0
2009-05-24,8923.0
2009-05-25,7848.0
2009-05-26,7776.0
2009-05-27,8715.0
2009-05-28,7102.0
2009-05-29,5834.0
2009-05-30,5926.0
2009-05-31,6437.0
2009-06-01,7535.0
2009-06-02,6296.0
2009-06-03,5507.0
2009-06-04,4521.0
2009-06-05,4416.0
2009-06-06,3873.0
2009-06-07,3977.0
2009-06-08,2995.0
2009-06-09,4455.0
2009-06-10,4225.0
2009-06-11,3224.0
2009-06-12,3537.0
2009-06-13,2830.0
2009-06-14,3399.0
2009-06-15,3234.0
2009-06-16,3625.0
2009-06-17,3582.0
2009-06-18,3623.0
2009-06-19,4324.0
2009-06-20,5230.0
2009-06-21,3805.0
2009-06-22,3216.0
2009-06-23,2849.0
2009-06-24,3384.0
2009-06-25,2909.0
2009-06-26,2969.0
2009-06-27,2969.0
2009-06-28,2696.0
2009-06-29,2169.0
2009-06-30,2829.0
2009-07-01,75.0
2009-07-02,75.0
2009-07-03,75.0
2009-07-04,75.0
2009-07-05,75.0
2009-07-06,75.0
2009-07-07,75.0
2009-07-08,75.0
2009-07-09,75.0
2009-07-10,75.0
2009-07-11,75.0
2009-07-12,75.0
2009-07-13,75.0
2009-07-14,75.0
2009-07-15,75.0
2009-07-16,75.0
2009-07-17,75.0
2009-07-18,75.0
2009-07-19,75.0
2009-07-20,75.0
2009-07-21,75.0
2009-07-22,75.0
2009-07-23,75.0
2009-07-24,75.0
2009-07-25,75.0
2009-07-26,75.0
2009-07-27,75.0
2009-07-28,75.0
2009-07-29,75.0
2009-07-30,75.0
2009-07-31,75.0
2009-08-01,75.0
2009-08-02,75.0
2009-08-03,75.0
2009-08-04,75.0
2009-08-05,75.0
2009-08-06,75.0
2009-08-07,75.0
2009-08-08,75.0
2009-08-09,75.0
2009-08-10,75.0
2009-08-11,75.0
2009-08-12,75.0
2009-08-13,75.0
2009-08-14,75.0
2009-08-15,75.0
2009-08-16,75.0
2009-08-17,75.0
2009-08-18,75.0
2009-08-19,75.0
2009-08-20,75.0
2009-08-21,75.0
2009-08-22,75.0
2009-08-23,75.0
2009-08-24,75.0
2009-08-25,75.0
2009-08-26,75.0
2009-08-27,75.0
2009-08-28,75.0
2009-08-29,75.0
2009-08-30,75.0
2009-08-31,75.0
2009-09-01,75.0
2009-09-02,75.0
2009-09-03,75.0
2009-09-04,75.0
2009-09-05,75.0
2009-09-06,75.0
2009-09-07,75.0
2009-09-08,75.0
2009-09-09,75.0
2009-09-10,75.0
2009-09-11,75.0
2009-09-12,75.0
2009-09-13,75.0
2009-09-14,75.0
2009-09-15,75.0
2009-09-16,75.0
2009-09-17,75.0
2009-09-18,75.0
2009-09-19,75.0
2009-09-20,75.0
2009-09-21,75.0
2009-09-22,75.0
2009-09-23,75.0
2009-09-24,75.0
2009-09-25,75.0
2009-09-26,75.0
2009-09-27,75.0
2009-09-28,75.0
2009-09-29,75.0
2009-09-30,75.0
2009-10-01,300.0
2009-10-02,300.0
2009-10-03,300.0
2009-10-04,300.0
2009-10-05,300.0
2009-10-06,300.0
2009-10-07,300.0
2009-10-08,300.0
2009-10-09,300.0
2009-10-10,300.0
2009-10-11,300.0
2009-10-12,300.0
2009-10-13,300.0
2009-10-14,300.0
2009-10-15,300.0
2009-10-16,507.5508607
2009-10-17,507.5508607
2009-10-18,507.5508607
2009-10-19,300.0
2009-10-20,300.0
2009-10-21,300.0
2009-10-22,300.0
2009-10-23,300.0
2009-10-24,300.0
2009-10-25,300.0
2009-10-26,300.0
2009-10-27,300.0
2009-10-28,300.0
2009-10-29,300.0
2009-10-30,300.0
2009-10-31,300.0
2009-11-01,300.0
2009-11-02,300.0
2009-11-03,300.0
2009-11-04,300.0
2009-11-05,300.0
2009-11-06,300.0
2009-11-07,300.0
2009-11-08,300.0
2009-11-09,300.0
2009-11-10,300.0
2009-11-11,300.0
2009-11-12,300.0
2009-11-13,300.0
2009-11-14,300.0
2009-11-15,300.0
2009-11-16,300.0
2009-11-17,300.0
2009-11-18,300.0
2009-11-19,300.0
2009-11-20,300.0
2009-11-21,300.0
2009-11-22,300.0
2009-11-23,300.0
2009-11-24,300.0
2009-11-25,300.0
2009-11-26,300.0
2009-11-27,300.0
2009-11-28,300.0
2009-11-29,300.0
2009-11-30,300.0
2009-12-01,300.0
2009-12-02,300.0
2009-12-03,300.0
2009-12-04,300.0
2009-12-05,300.0
2009-12-06,300.0
2009-12-07,300.0
2009-12-08,300.0
2009-12-09,300.0
2009-12-10,300.0
2009-12-11,300.0
2009-12-12,300.0
2009-12-13,300.0
2009-12-14,300.0
2009-12-15,300.0
2009-12-16,300.0
2009-12-17,300.0
2009-12-18,300.0
2009-12-19,300.0
2009-12-20,300.0
2009-12-21,300.0
2009-12-22,300.0
2009-12-23,300.0
2009-12-24,300.0
2009-12-25,300.0
2009-12-26,300.0
2009-12-27,300.0
2009-12-28,300.0
2009-12-29,300.0
2009-12-30,300.0
2009-12-31,300.0
2010-01-01,300.0
2010-01-02,300.0
2010-01-03,300.0
2010-01-04,300.0
2010-01-05,300.0
2010-01-06,300.0
2010-01-07,300.0
2010-01-08,300.0
2010-01-09,300.0
2010-01-10,300.0
2010-01-11,300.0
2010-01-12,300.0
2010-01-13,300.0
2010-01-14,300.0
2010-01-15,300.0
2010-01-16,300.0
2010-01-17,300.0
2010-01-18,300.0
2010-01-19,300.0
2010-01-20,300.0
2010-01-21,300.0
2010-01-22,300.0
2010-01-23,300.0
2010-01-24,300.0
2010-01-25,300.0
2010-01-26,300.0
2010-01-27,300.0
2010-01-28,300.0
2010-01-29,300.0
2010-01-30,300.0
2010-01-31,300.0
2010-02-01,906.0
2010-02-02,979.0
2010-02-03,476.0
2010-02-04,1074.0
2010-02-05,1210.0
2010-02-06,1985.0
2010-02-07,1690.0
2010-02-08,1634.0
2010-02-09,1506.0
2010-02-10,1439.0
2010-02-11,1167.0
2010-02-12,1242.0
2010-02-13,981.0
2010-02-14,1158.0
2010-02-15,1152.0
2010-02-16,1238.0
2010-02-17,1074.0
2010-02-18,1734.0
2010-02-19,1545.0
2010-02-20,1323.0
2010-02-21,1991.0
2010-02-22,1475.0
2010-02-23,1098.0
2010-02-24,3422.0
2010-02-25,3092.0
2010-02-26,3039.0
2010-02-27,8570.0
2010-02-28,3965.0
2010-03-01,3051.0
2010-03-02,3269.0
2010-03-03,3086.0
2010-03-04,4017.0
2010-03-05,2619.0
2010-03-06,2413.0
2010-03-07,1938.0
2010-03-08,1719.0
2010-03-09,1855.0
2010-03-10,1844.0
2010-03-11,1519.0
2010-03-12,2263.0
2010-03-13,3101.0
2010-03-14,2338.0
2010-03-15,2000.0
2010-03-16,2100.0
2010-03-17,2353.0
2010-03-18,2455.0
2010-03-19,2637.0
2010-03-20,2800.0
2010-03-21,2737.0
2010-03-22,2388.0
2010-03-23,2742.0
2010-03-24,3132.0
2010-03-25,2301.0
2010-03-26,2975.0
2010-03-27,2541.0
2010-03-28,2431.0
2010-03-29,2770.0
2010-03-30,3172.0
2010-03-31,4412.0
2010-04-01,2607.0
2010-04-02,2421.0
2010-04-03,2132.0
2010-04-04,2339.0
2010-04-05,3195.0
2010-04-06,2264.0
2010-04-07,2687.0
2010-04-08,2683.0
2010-04-09,3039.0
2010-04-10,3796.0
2010-04-11,3917.0
2010-04-12,4137.0
2010-04-13,4137.0
2010-04-14,3332.0
2010-04-15,3835.0
2010-04-16,2757.0
2010-04-17,3976.0
2010-04-18,4233.0
2010-04-19,4494.0
2010-04-20,6372.0
2010-04-21,6692.0
2010-04-22,5104.0
2010-04-23,4131.0
2010-04-24,4652.0
2010-04-25,4814.0
2010-04-26,6617.0
2010-04-27,7516.0
2010-04-28,8118.0
2010-04-29,5235.0
2010-04-30,4597.0
2010-05-01,4467.0
2010-05-02,5107.0
2010-05-03,6772.0
2010-05-04,6986.0
2010-05-05,7962.0
2010-05-06,6669.0
2010-05-07,7097.0
2010-05-08,7883.0
2010-05-09,7648.0
2010-05-10,7073.0
2010-05-11,5278.0
2010-05-12,5436.0
2010-05-13,7251.0
2010-05-14,5944.0
2010-05-15,6406.0
2010-05-16,7010.0
2010-05-17,9402.0
2010-05-18,7753.0
2010-05-19,5653.0
2010-05-20,7552.0
2010-05-21,9112.0
2010-05-22,7385.0
2010-05-23,3547.0
2010-05-24,4361.0
2010-05-25,4262.0
2010-05-26,4668.0
2010-05-27,4949.0
2010-05-28,4386.0
2010-05-29,4500.0
2010-05-30,4547.0
2010-05-31,7628.0
2010-06-01,8491.0
2010-06-02,9303.0
2010-06-03,11743.0
2010-06-04,12747.0
2010-06-05,16158.0
2010-06-06,18530.0
2010-06-07,20986.0
2010-06-08,17924.0
2010-06-09,16546.0
2010-06-10,14213.0
2010-06-11,10497.0
2010-06-12,8513.0
2010-06-13,8563.0
2010-06-14,7847.0
2010-06-15,10003.0
2010-06-16,11528.0
2010-06-17,8516.0
2010-06-18,7988.0
2010-06-19,7391.0
2010-06-20,8069.0
2010-06-21,7962.0
2010-06-22,8135.0
2010-06-23,7925.0
2010-06-24,8566.0
2010-06-25,7879.0
2010-06-26,7401.0
2010-06-27,9619.0
2010-06-28,8885.0
2010-06-29,8702.0
2010-06-30,6676.0
2010-07-01,250.0
2010-07-02,250.0
2010-07-03,250.0
2010-07-04,250.0
2010-07-05,250.0
2010-07-06,250.0
2010-07-07,250.0
2010-07-08,250.0
2010-07-09,250.0
2010-07-10,250.0
2010-07-11,250.0
2010-07-12,250.0
2010-07-13,250.0
2010-07-14,250.0
2010-07-15,250.0
2010-07-16,250.0
2010-07-17,250.0
2010-07-18,250.0
2010-07-19,250.0
2010-07-20,250.0
2010-07-21,250.0
2010-07-22,250.0
2010-07-23,250.0
2010-07-24,250.0
2010-07-25,250.0
2010-07-26,250.0
2010-07-27,250.0
2010-07-28,250.0
2010-07-29,250.0
2010-07-30,250.0
2010-07-31,250.0
2010-08-01,250.0
2010-08-02,250.0
2010-08-03,250.0
2010-08-04,250.0
2010-08-05,250.0
2010-08-06,250.0
2010-08-07,250.0
2010-08-08,250.0
2010-08-09,250.0
2010-08-10,250.0
2010-08-11,250.0
2010-08-12,250.0
2010-08-13,250.0
2010-08-14,250.0
2010-08-15,250.0
2010-08-16,250.0
2010-08-17,250.0
2010-08-18,250.0
2010-08-19,250.0
2010-08-20,250.0
2010-08-21,250.0
2010-08-22,250.0
2010-08-23,250.0
2010-08-24,250.0
2010-08-25,250.0
2010-08-26,250.0
2010-08-27,250.0
2010-08-28,250.0
2010-08-29,250.0
2010-08-30,250.0
2010-08-31,250.0
2010-09-01,250.0
2010-09-02,250.0
2010-09-03,250.0
2010-09-04,250.0
2010-09-05,250.0
2010-09-06,250.0
2010-09-07,250.0
2010-09-08,250.0
2010-09-09,250.0
2010-09-10,250.0
2010-09-11,250.0
2010-09-12,250.0
2010-09-13,250.0
2010-09-14,250.0
2010-09-15,250.0
2010-09-16,250.0
2010-09-17,250.0
2010-09-18,250.0
2010-09-19,250.0
2010-09-20,250.0
2010-09-21,250.0
2010-09-22,250.0
2010-09-23,250.0
2010-09-24,250.0
2010-09-25,250.0
2010-09-26,250.0
2010-09-27,250.0
2010-09-28,250.0
2010-09-29,250.0
2010-09-30,250.0
2010-10-01,300.0
2010-10-02,300.0
2010-10-03,300.0
2010-10-04,300.0
2010-10-05,300.0
2010-10-06,300.0
2010-10-07,300.0
2010-10-08,300.0
2010-10-09,300.0
2010-10-10,300.0
2010-10-11,300.0
2010-10-12,300.0
2010-10-13,300.0
2010-10-14,300.0
2010-10-15,300.0
2010-10-16,507.5508607
2010-10-17,507.5508607
2010-10-18,507.5508607
2010-10-19,300.0
2010-10-20,300.0
2010-10-21,300.0
2010-10-22,300.0
2010-10-23,300.0
2010-10-24,300.0
2010-10-25,300.0
2010-10-26,300.0
2010-10-27,300.0
2010-10-28,300.0
2010-10-29,300.0
2010-10-30,300.0
2010-10-31,300.0
2010-11-01,300.0
2010-11-02,300.0
2010-11-03,300.0
2010-11-04,300.0
2010-11-05,300.0
2010-11-06,300.0
2010-11-07,300.0
2010-11-08,300.0
2010-11-09,300.0
2010-11-10,300.0
2010-11-11,300.0
2010-11-12,300.0
2010-11-13,300.0
2010-11-14,300.0
2010-11-15,300.0
2010-11-16,300.0
2010-11-17,300.0
2010-11-18,300.0
2010-11-19,300.0
2010-11-20,300.0
2010-11-21,300.0
2010-11-22,300.0
2010-11-23,300.0
2010-11-24,300.0
2010-11-25,300.0
2010-11-26,300.0
2010-11-27,300.0
2010-11-28,300.0
2010-11-29,300.0
2010-11-30,300.0
2010-12-01,300.0
2010-12-02,300.0
2010-12-03,300.0
2010-12-04,300.0
2010-12-05,300.0
2010-12-06,300.0
2010-12-07,300.0
2010-12-08,300.0
2010-12-09,300.0
2010-12-10,300.0
2010-12-11,300.0
2010-12-12,300.0
2010-12-13,300.0
2010-12-14,300.0
2010-12-15,300.0
2010-12-16,300.0
2010-12-17,300.0
2010-12-18,300.0
2010-12-19,300.0
2010-12-20,300.0
2010-12-21,300.0
2010-12-22,300.0
2010-12-23,300.0
2010-12-24,300.0
2010-12-25,300.0
2010-12-26,300.0
2010-12-27,300.0
2010-12-28,300.0
2010-12-29,300.0
2010-12-30,300.0
2010-12-31,300.0
2011-01-01,300.0
2011-01-02,300.0
2011-01-03,300.0
2011-01-04,300.0
2011-01-05,300.0
2011-01-06,300.0
2011-01-07,300.0
2011-01-08,300.0
2011-01-09,300.0
2011-01-10,300.0
2011-01-11,300.0
2011-01-12,300.0
2011-01-13,300.0
2011-01-14,300.0
2011-01-15,300.0
2011-01-16,300.0
2011-01-17,300.0
2011-01-18,300.0
2011-01-19,300.0
2011-01-20,300.0
2011-01-21,300.0
2011-01-22,300.0
2011-01-23,300.0
2011-01-24,300.0
2011-01-25,300.0
2011-01-26,300.0
2011-01-27,300.0
2011-01-28,300.0
2011-01-29,300.0
2011-01-30,300.0
2011-01-31,300.0
2011-02-01,1624.0
2011-02-02,2157.0
2011-02-03,1241.0
2011-02-04,1830.0
2011-02-05,1737.0
2011-02-06,1272.0
2011-02-07,2111.0
2011-02-08,1911.0
2011-02-09,1737.0
2011-02-10,1770.0
2011-02-11,1591.0
2011-02-12,1499.0
2011-02-13,1494.0
2011-02-14,834.0
2011-02-15,2180.0
2011-02-16,2639.0
2011-02-17,2347.0
2011-02-18,6617.0
2011-02-19,7911.0
2011-02-20,3893.0
2011-02-21,2725.0
2011-02-22,2245.0
2011-02-23,2359.0
2011-02-24,1863.0
2011-02-25,4351.0
2011-02-26,3105.0
2011-02-27,2822.0
2011-02-28,2099.0
2011-03-01,1932.0
2011-03-02,2371.0
2011-03-03,4778.0
2011-03-04,3686.0
2011-03-05,3087.0
2011-03-06,3587.0
2011-03-07,8833.0
2011-03-08,4843.0
2011-03-09,4552.0
2011-03-10,3931.0
2011-03-11,3901.0
2011-03-12,4370.0
2011-03-13,3483.0
2011-03-14,4538.0
2011-03-15,3765.0
2011-03-16,10321.0
2011-03-17,10237.0
2011-03-18,6879.0
2011-03-19,5431.0
2011-03-20,21657.0
2011-03-21,13160.0
2011-03-22,7501.0
2011-03-23,7921.0
2011-03-24,10136.0
2011-03-25,10257.0
2011-03-26,8873.0
2011-03-27,8148.0
2011-03-28,6012.0
2011-03-29,6320.0
2011-03-30,6548.0
2011-03-31,7434.0
2011-04-01,9921.0
2011-04-02,10908.0
2011-04-03,10325.0
2011-04-04,8851.0
2011-04-05,9387.0
2011-04-06,9832.0
2011-04-07,9045.0
2011-04-08,7162.0
2011-04-09,6371.0
2011-04-10,6328.0
2011-04-11,4267.0
2011-04-12,5976.0
2011-04-13,5561.0
2011-04-14,5258.0
2011-04-15,4808.0
2011-04-16,5836.0
2011-04-17,6942.0
2011-04-18,9056.0
2011-04-19,8756.0
2011-04-20,9998.0
2011-04-21,8959.0
2011-04-22,8771.0
2011-04-23,6632.0
2011-04-24,5977.0
2011-04-25,5378.0
2011-04-26,4714.0
2011-04-27,5357.0
2011-04-28,6090.0
2011-04-29,6307.0
2011-04-30,5762.0
2011-05-01,5616.0
2011-05-02,6262.0
2011-05-03,7201.0
2011-05-04,8352.0
2011-05-05,10444.0
2011-05-06,12244.0
2011-05-07,12807.0
2011-05-08,13007.0
2011-05-09,10378.0
2011-05-10,7095.0
2011-05-11,6866.0
2011-05-12,8177.0
2011-05-13,10403.0
2011-05-14,12244.0
2011-05-15,12243.0
2011-05-16,8490.0
2011-05-17,6895.0
2011-05-18,6955.0
2011-05-19,6031.0
2011-05-20,6058.0
2011-05-21,7345.0
2011-05-22,8152.0
2011-05-23,8521.0
2011-05-24,8900.0
2011-05-25,8385.0
2011-05-26,8329.0
2011-05-27,7866.0
2011-05-28,8123.0
2011-05-29,7175.0
2011-05-30,6148.0
2011-05-31,5665.0
2011-06-01,5266.0
2011-06-02,5784.0
2011-06-03,4725.0
2011-06-04,5814.0
2011-06-05,5886.0
2011-06-06,11111.0
2011-06-07,8213.0
2011-06-08,7913.0
2011-06-09,10730.0
2011-06-10,13082.0
2011-06-11,14779.0
2011-06-12,13436.0
2011-06-13,14738.0
2011-06-14,15318.0
2011-06-15,16770.0
2011-06-16,18591.0
2011-06-17,17147.0
2011-06-18,14583.0
2011-06-19,14918.0
2011-06-20,15001.0
2011-06-21,14468.0
2011-06-22,17132.0
2011-06-23,17823.0
2011-06-24,16826.0
2011-06-25,14946.0
2011-06-26,12679.0
2011-06-27,11537.0
2011-06-28,12591.0
2011-06-29,20682.0
2011-06-30,17189.0
2011-07-01,250.0
2011-07-02,250.0
2011-07-03,250.0
2011-07-04,250.0
2011-07-05,250.0
2011-07-06,250.0
2011-07-07,250.0
2011-07-08,250.0
2011-07-09,250.0
2011-07-10,250.0
2011-07-11,250.0
2011-07-12,250.0
2011-07-13,250.0
2011-07-14,250.0
2011-07-15,250.0
2011-07-16,250.0
2011-07-17,250.0
2011-07-18,250.0
2011-07-19,250.0
2011-07-20,250.0
2011-07-21,250.0
2011-07-22,250.0
2011-07-23,250.0
2011-07-24,250.0
